class,category,indicator_name,series_name,sub_series_name,parameter,value,units,date_last_updated
Health,COVID-19,Number of cases,New Zealand,Active,07/09/2020,118,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/09/2020,123,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/09/2020,125,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/09/2020,120,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/09/2020,114,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/09/2020,108,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/09/2020,97,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/09/2020,96,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/09/2020,83,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/09/2020,79,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/09/2020,77,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/09/2020,70,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,19/09/2020,67,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/09/2020,71,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/09/2020,62,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/09/2020,61,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/09/2020,62,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,24/09/2020,65,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,25/09/2020,60,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/09/2020,61,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/09/2020,59,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/09/2020,55,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/09/2020,55,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,30/09/2020,44,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/10/2020,53,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/10/2020,43,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/10/2020,41,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/10/2020,41,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/10/2020,40,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/10/2020,43,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/10/2020,37,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/10/2020,39,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/10/2020,41,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/10/2020,44,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/10/2020,45,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/10/2020,45,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/10/2020,39,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/10/2020,40,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/10/2020,42,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/10/2020,46,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/10/2020,40,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/10/2020,42,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,19/10/2020,37,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/10/2020,33,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/10/2020,56,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/10/2020,58,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/10/2020,61,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,24/10/2020,74,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,25/10/2020,70,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/10/2020,74,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/10/2020,68,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/10/2020,66,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/10/2020,70,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,30/10/2020,68,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,31/10/2020,75,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/11/2020,77,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/11/2020,81,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/11/2020,75,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/11/2020,73,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/11/2020,67,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/11/2020,44,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/11/2020,43,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/11/2020,48,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/11/2020,51,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/11/2020,52,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/11/2020,52,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/11/2020,53,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/11/2020,53,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/11/2020,55,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/11/2020,58,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/11/2020,58,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/11/2020,61,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/11/2020,64,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,19/11/2020,37,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/11/2020,40,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/11/2020,42,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/11/2020,50,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/11/2020,52,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,24/11/2020,53,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,25/11/2020,59,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/11/2020,60,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/11/2020,66,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/11/2020,69,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/11/2020,68,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,30/11/2020,72,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/12/2020,72,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/12/2020,72,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/12/2020,70,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/12/2020,61,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/12/2020,59,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,06/12/2020,56,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/12/2020,56,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/12/2020,54,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/12/2020,55,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/12/2020,57,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/12/2020,56,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/12/2020,56,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/12/2020,43,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,16/12/2020,43,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/12/2020,51,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/12/2020,55,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,21/12/2020,59,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,23/12/2020,49,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/12/2020,50,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,29/12/2020,49,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,31/12/2020,55,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/01/2021,72,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/01/2021,61,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,07/01/2021,62,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/01/2021,75,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/01/2021,77,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,13/01/2021,62,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/01/2021,76,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,17/01/2021,82,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,18/01/2021,85,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,20/01/2021,76,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,22/01/2021,73,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,26/01/2021,66,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,27/01/2021,68,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,28/01/2021,69,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,01/02/2021,69,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,02/02/2021,72,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,03/02/2021,61,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,04/02/2021,60,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,05/02/2021,62,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,08/02/2021,66,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,09/02/2021,67,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,10/02/2021,59,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,11/02/2021,54,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,12/02/2021,44,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,14/02/2021,47,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Active,15/02/2021,47,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/02/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/02/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,19/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/03/2020,0,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,24/03/2020,12,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,25/03/2020,22,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/03/2020,27,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/03/2020,37,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/03/2020,50,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/03/2020,56,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,30/03/2020,63,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,31/03/2020,74,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/04/2020,82,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/04/2020,92,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/04/2020,103,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/04/2020,127,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/04/2020,156,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/04/2020,176,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/04/2020,241,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/04/2020,282,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/04/2020,317,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/04/2020,373,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/04/2020,422,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/04/2020,471,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/04/2020,546,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/04/2020,628,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/04/2020,728,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/04/2020,770,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/04/2020,816,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/04/2020,867,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,19/04/2020,912,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/04/2020,974,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/04/2020,1006,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/04/2020,1036,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/04/2020,1065,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,24/04/2020,1095,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,25/04/2020,1118,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/04/2020,1142,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/04/2020,1180,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/04/2020,1214,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/04/2020,1229,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,30/04/2020,1241,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/05/2020,1252,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/05/2020,1263,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/05/2020,1266,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/05/2020,1276,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/05/2020,1302,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/05/2020,1316,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/05/2020,1332,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/05/2020,1347,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/05/2020,1368,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/05/2020,1371,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/05/2020,1386,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/05/2020,1398,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/05/2020,1402,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/05/2020,1411,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/05/2020,1421,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/05/2020,1428,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/05/2020,1433,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/05/2020,1433,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,19/05/2020,1442,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/05/2020,1447,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/05/2020,1452,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/05/2020,1455,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/05/2020,1455,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,24/05/2020,1456,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,25/05/2020,1456,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/05/2020,1461,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/05/2020,1462,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/05/2020,1474,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/05/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,30/05/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,31/05/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/06/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/06/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/06/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/06/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/06/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/06/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/06/2020,1481,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,19/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/06/2020,1482,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/06/2020,1483,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,24/06/2020,1483,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,25/06/2020,1484,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/06/2020,1484,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/06/2020,1484,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/06/2020,1484,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/06/2020,1484,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,30/06/2020,1484,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/07/2020,1484,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/07/2020,1490,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/07/2020,1490,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/07/2020,1490,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/07/2020,1490,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/07/2020,1490,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/07/2020,1492,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/07/2020,1492,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/07/2020,1494,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/07/2020,1497,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/07/2020,1497,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/07/2020,1497,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/07/2020,1497,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/07/2020,1498,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/07/2020,1498,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/07/2020,1499,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/07/2020,1506,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/07/2020,1506,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,19/07/2020,1506,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/07/2020,1506,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/07/2020,1506,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/07/2020,1506,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/07/2020,1511,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,24/07/2020,1513,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,25/07/2020,1513,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/07/2020,1513,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,27/07/2020,1513,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,28/07/2020,1514,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,29/07/2020,1514,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,30/07/2020,1514,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,31/07/2020,1518,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,01/08/2020,1518,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,02/08/2020,1518,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,03/08/2020,1518,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,04/08/2020,1523,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,05/08/2020,1523,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,06/08/2020,1524,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,07/08/2020,1524,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,08/08/2020,1524,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,09/08/2020,1524,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,10/08/2020,1526,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,11/08/2020,1526,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,12/08/2020,1531,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,13/08/2020,1531,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,14/08/2020,1531,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,15/08/2020,1531,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,16/08/2020,1531,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,17/08/2020,1531,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,18/08/2020,1531,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,19/08/2020,1531,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,20/08/2020,1531,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,21/08/2020,1538,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,22/08/2020,1538,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,23/08/2020,1538,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,24/08/2020,1538,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,25/08/2020,1539,Number,15/02/2021
Health,COVID-19,Number of cases,New Zealand,Recovered,26/08/2020,1539,Number,15/02/2021
